actor_name,drama_name,story_score,acting_cast_score,music_score,rewatch_value_score,overall_score
Shin  Won Ho,Hip Hop King: Nassna Street,8.0,8.0,10.0,1.0,6.0
Shin  Won Ho,Lover of the Palace,5.8,7.0,5.8,5.0,5.2
Shin  Won Ho,Monkey and Dog Romance,4.0,9.0,3.0,1.0,5.0
Shin  Won Ho,The Legend of the Blue Sea,7.6,8.7,6.9,5.8,7.5
Shin  Won Ho,The Secret Message,7.2,7.6,7.3,5.5,7.0
Shin Da Eun,Shady Mom-in-Law,5.2,4.0,4.5,2.7,4.3
Shin Do Hyun,Doom at Your Service,7.5,8.8,8.7,6.5,7.8
Shin Do Hyun,First Kiss,5.0,8.0,7.0,3.5,5.0
Shin Do Hyun,Just Dance,8.8,9.2,8.2,7.5,8.7
Shin Do Hyun,The Banker,8.0,8.0,8.0,5.0,8.0
Shin Dong Mi,"Hi Bye, Mama!",7.5,8.9,7.7,6.4,7.8
Shin Dong Mi,It's Beautiful Now,8.5,8.9,8.0,7.5,8.4
Shin Dong Mi,Joseon Attorney: A Morality,7.5,9.1,7.7,5.5,7.7
Shin Dong Mi,Liver or Die,6.6,7.9,6.7,4.5,6.8
Shin Dong Mi,She Was Pretty,7.6,8.6,7.9,6.0,7.8
Shin Dong Mi,The Fabulous,7.9,8.7,8.5,7.5,8.2
Shin Dong Wook,Dae Jang Geum Is Watching,6.2,9.0,7.0,7.0,8.2
Shin Dong Wook,Dr. Romantic Season 2,7.8,8.8,8.8,6.4,8.2
Shin Dong Wook,Reflection of You,7.5,9.3,8.5,6.1,7.8
Shin Dong Wook,Woo Ri the Virgin,2.0,4.0,3.8,1.0,1.9
Shin Dong Yup,Big Forest,6.8,7.0,4.7,3.7,6.8
Shin Eun Jung,Dr. Park’s Clinic,7.8,8.9,7.1,7.1,7.6
Shin Eun Jung,Queen of Masks,7.0,7.4,6.7,5.3,6.8
Shin Eun Jung,Working Mom Parenting Daddy,6.0,6.8,5.2,5.2,6.8
Shin Eun Kyung,The Last Empress,6.9,8.5,7.5,4.9,7.0
Shin Eun Kyung,The Penthouse Season 2: War in Life,8.9,9.9,9.5,8.0,9.2
Shin Eun Kyung,The Penthouse Season 3: War in Life,5.1,9.5,7.4,4.1,6.0
Shin Eun Kyung,The Penthouse: War in Life,7.5,8.3,7.3,5.3,7.5
Shin Eun Kyung,The Village: Achiara's Secret,8.2,8.5,7.0,6.0,7.8
Shin Eun Soo,Bad Papa,7.2,8.4,6.5,4.0,7.2
Shin Eun Soo,Do Do Sol Sol La La Sol,5.8,9.0,8.5,4.4,6.7
Shin Eun Soo,Magic School,6.8,8.0,6.8,4.2,7.0
Shin Eun Soo,Summer Strike,7.6,9.0,8.6,6.5,8.1
Shin Ga Eun,Can You Deliver Time? 2002,9.0,8.0,8.0,8.0,9.0
Shin Gi Hwan,Want More 19,7.6,7.8,7.6,6.0,7.5
Shin Go Eun,Bad Love,7.0,7.8,5.2,5.2,7.0
Shin Go Eun,Gangnam Scandal,6.8,7.1,4.2,5.8,7.1
Shin Go Eun,Woman in a Veil,2.3,4.0,5.5,1.0,3.3
Shin Goo,The Empire,6.1,8.6,5.9,5.4,5.5
Shin Ha Kyun,Beyond Evil,8.2,9.3,8.2,6.6,8.5
Shin Ha Kyun,Less Than Evil,7.5,8.4,7.2,5.9,7.8
Shin Ha Kyun,Pied Piper,7.8,8.0,7.1,5.7,8.0
Shin Ha Kyun,Soul Mechanic,8.7,9.2,8.1,7.0,8.4
Shin Ha Kyun,Unicorn,8.6,9.4,7.6,8.2,8.9
Shin Ha Kyun,Yonder,8.4,9.1,8.2,7.0,8.7
Shin Hye Sun,Angel's Last Mission: Love,7.5,8.8,8.9,6.4,8.0
Shin Hye Sun,Five Enough,8.8,9.2,8.1,7.9,8.8
Shin Hye Sun,Mr. Queen,9.6,9.7,9.2,9.2,9.6
Shin Hye Sun,My Golden Life,7.3,8.6,7.5,4.9,7.8
Shin Hye Sun,See You in My 19th Life,6.9,8.8,8.0,5.0,7.5
Shin Hye Sun,Stranger,8.8,9.4,8.4,7.6,9.0
Shin Hye Sun,The Hymn of Death,8.5,8.9,8.8,7.0,8.3
Shin Hye Sun,The Legend of the Blue Sea,7.6,8.7,6.9,5.8,7.5
Shin Hye Sun,Thirty But Seventeen,8.9,8.8,8.8,7.9,8.8
Shin Hyun Bin,Argon,8.3,9.2,7.7,6.6,8.4
Shin Hyun Bin,Confession,9.0,9.1,7.8,8.0,8.9
Shin Hyun Bin,Hospital Playlist,8.1,9.0,8.3,6.4,8.2
Shin Hyun Bin,Hospital Playlist Season 2,7.8,9.7,8.8,7.1,8.0
Shin Hyun Bin,Mistress,8.8,8.5,8.3,5.7,8.3
Shin Hyun Bin,Monstrous,6.3,8.0,7.2,5.0,7.0
Shin Hyun Bin,Reborn Rich,4.4,8.0,7.0,2.5,4.7
Shin Hyun Bin,Reflection of You,7.5,9.3,8.5,6.1,7.8
Shin Hyun Joon,Moorim School,7.8,8.1,8.6,6.5,7.8
Shin Hyun Seung,Be My Boyfriend,7.2,7.9,6.5,6.2,7.2
Shin Hyun Seung,Pumpkin Time,7.8,8.5,8.0,5.8,7.5
Shin Hyun Seung,So Not Worth it,6.9,7.8,7.5,6.9,7.3
Shin Hyun Soo,Bossam: Steal the Fate,7.6,8.8,8.5,6.2,7.8
Shin Hyun Soo,Desperate Mr. X,7.5,7.5,1.0,4.5,7.5
Shin Hyun Soo,Duty After School: Part 1,8.0,8.4,7.8,7.6,8.1
Shin Hyun Soo,Eulachacha Waikiki Season 2,7.3,8.0,7.0,6.3,7.4
Shin Hyun Soo,The Universe’s Star,8.3,8.5,8.5,6.3,8.6
Shin Hyun Soo,Thumping Spike,6.9,7.1,6.3,6.3,7.3
Shin Hyun Soo,Thumping Spike 2,7.6,8.5,8.2,6.4,7.8
Shin Hyun Soo,Twelve Nights,7.3,8.1,7.5,5.6,7.1
Shin Jae Ha,Crash Course in Romance,7.3,8.0,6.3,4.5,6.9
Shin Jae Ha,Girls' Love Story,4.8,6.2,5.0,5.2,5.5
Shin Jae Ha,Go Ho's Starry Night,7.2,8.3,7.3,5.5,6.4
Shin Jae Ha,My Unfamiliar Family,8.2,8.8,7.9,6.7,8.2
Shin Jae Ha,Taxi Driver Season 2,7.0,8.6,8.1,6.5,7.6
Shin Jae Ha,Trace of the Hand,6.7,6.3,6.0,4.2,6.0
Shin Jae Ha,V.I.P,8.4,9.2,8.4,6.5,8.4
Shin Jae Ha,While You Were Sleeping,8.3,8.7,8.8,6.8,8.2
Shin Jae Hwi,Bargain,8.0,9.2,6.2,5.6,7.0
Shin Jae Hwi,Strong Underdog,9.0,10.0,8.0,8.0,9.0
Shin Jeong You,Govengers,9.2,9.5,8.2,9.5,9.2
Shin Jeong You,Triple Fling,6.7,7.2,6.7,5.3,6.8
Shin Jeong You,Wish Woosh Season 2,6.2,7.2,5.2,6.2,6.2
Shin Ji Hoon,Sweet 20,10.0,10.0,10.0,10.0,10.0
Shin Ji Hoon,The Unusual Family,3.5,4.0,1.0,1.0,3.5
Shin Ji Soo,One More Time,8.6,9.0,9.1,7.5,8.6
Shin Ji Won,Cherry Blossoms After Winter,6.5,6.7,6.9,5.2,6.9
Shin Joo Hwan,Amanza,8.7,9.4,8.4,7.1,8.9
Shin Joo Hyup,Seventeen,9.0,8.8,7.8,7.4,8.5
Shin Jun Seop,Login to You,6.5,7.5,5.0,6.0,7.0
Shin Jun Seop,One Fine Week,7.5,8.2,7.1,6.5,8.0
Shin Jun Seop,One Fine Week Season 2,6.5,8.0,7.7,5.5,7.4
Shin Jun Seop,Re-Feel,8.3,9.0,8.3,7.7,8.7
Shin Jung Keun,Encounter,8.5,9.5,9.0,8.2,8.8
Shin Jung Keun,Hotel del Luna,7.0,8.2,8.5,6.3,7.7
Shin Jung Keun,The Time We Were Not in Love,7.2,7.4,5.9,4.0,6.7
Shin Jung Yoon,Brilliant Heritage,5.7,5.3,4.7,3.7,5.3
Shin Jung Yoon,Red Shoes,4.0,5.0,5.0,1.0,4.0
Shin Ki Hwan,Oh! Boarding House,6.6,7.8,7.0,6.2,7.0
Shin Min Ah,Chief of Staff,8.9,9.4,8.3,7.2,8.9
Shin Min Ah,Chief of Staff Season 2,9.2,9.5,8.3,7.3,9.3
Shin Min Ah,Hometown Cha-Cha-Cha,7.4,8.6,7.9,6.8,7.7
Shin Min Ah,Oh My Venus,6.9,9.0,7.7,6.5,7.5
Shin Min Ah,Our Blues,9.8,9.9,9.3,9.2,9.7
Shin Min Ah,Tomorrow With You,8.3,8.8,8.8,7.4,8.4
Shin Min Soo,Iron Lady Cha,2.0,2.5,1.0,1.0,2.0
Shin Myung Sung,Happy Merry Ending,6.0,8.2,8.2,5.1,6.8
Shin Rin Ah,Marriage Contract,8.2,9.5,8.4,7.8,8.6
Shin Se Hwi,Solomon's Perjury,8.7,8.8,8.4,7.4,8.5
Shin Se Hwi,When You Love Yourself Season 2,9.5,10.0,10.0,9.0,9.5
Shin Se Kyung,Black Knight: The Man Who Guards Me,4.7,6.0,8.1,3.0,5.1
Shin Se Kyung,Rookie Historian Goo Hae Ryung,8.6,9.0,8.5,8.1,8.8
Shin Se Kyung,Run On,8.0,9.1,8.0,6.9,8.2
Shin Se Kyung,Six Flying Dragons,9.8,9.9,9.7,8.9,9.8
Shin Se Kyung,The Bride of Habaek,6.5,7.2,8.1,4.9,6.9
Shin Se Kyung,The Girl Who Sees Scents,7.2,8.1,7.1,4.3,7.5
Shin Seung Ho,A-Teen,8.2,8.8,9.3,8.3,8.7
Shin Seung Ho,Alchemy of Souls,8.4,9.2,8.8,7.8,8.5
Shin Seung Ho,Alchemy of Souls Season 2: Light and Shadow,4.2,6.7,7.2,2.7,5.0
Shin Seung Ho,How to Buy a Friend,7.8,8.8,7.7,5.9,8.1
Shin Seung Ho,Moment at Eighteen,6.9,7.7,7.1,6.0,6.9
Shin Seung Ho,Weak Hero Class 1,9.1,9.7,9.3,8.7,9.3
Shin Si Ye,A Shoulder to Cry On,7.6,7.8,8.3,6.3,7.7
Shin So Hyun,The Moment the Heart Shines,7.3,8.5,7.7,6.3,7.2
Shin So Hyun,User Not Found,7.2,7.0,7.2,5.2,6.9
Shin So Yi,Romance by Romance,7.3,7.0,6.3,6.8,7.2
Shin So Yool,Big Issue,7.0,7.8,7.2,5.3,6.8
Shin So Yool,Justice Team,8.0,8.0,5.0,5.0,8.0
Shin So Yool,Mrs. Cop,7.9,8.8,6.6,6.0,8.0
Shin So Yool,Train,8.7,9.2,8.5,6.7,8.5
Shin Soo Hang,Let's Eat Season 3,7.6,8.4,7.0,7.3,7.6
Shin Soo Ho,Reunited Worlds,8.3,8.4,8.1,7.0,8.5
Shin Soo Ho,Tell Me What You Saw,7.8,8.7,8.1,7.2,7.9
Shin Soo Jung,Yonder,8.4,9.1,8.2,7.0,8.7
Shin Soo Oh,The Ordinary Life of Ms. 'O'!,8.5,9.0,9.0,9.5,9.0
Shin Suk Chul,The Facetale: Cinderia,7.0,8.0,3.0,1.0,7.0
Shin Sung Min,The Game: Towards Zero,6.6,7.8,7.4,4.8,6.6
Shin Sung Rok,Doctor Lawyer,8.0,8.2,7.6,5.5,7.9
Shin Sung Rok,Kairos,9.2,9.3,8.8,7.6,9.0
Shin Sung Rok,Man Who Dies to Live,5.0,6.2,4.5,4.8,5.0
Shin Sung Rok,On the Way to the Airport,7.9,8.9,8.6,7.0,7.9
Shin Sung Rok,Perfume,7.5,8.8,7.3,6.8,7.7
Shin Sung Rok,Return,8.3,8.6,7.6,6.3,8.2
Shin Sung Rok,The Last Empress,6.9,8.5,7.5,4.9,7.0
Shin Sung Rok,Vagabond,7.7,9.3,8.1,5.7,7.4
Shin Sung Woo,Moorim School,7.8,8.1,8.6,6.5,7.8
Shin Sung Woo,Tempted,5.4,7.0,6.0,3.1,5.7
Shin Sung Woo,The Killer's Shopping List,8.7,9.1,8.0,6.9,8.5
Shin Won Ho,Dokgo Rewind,6.8,7.2,6.4,5.5,6.8
Shin Woo Chul,Bio Homme,8.0,7.5,10.0,8.0,8.5
Shin Woo Hee,Alive,8.2,7.3,6.0,5.8,7.8
Shin Ye Chan,A Shoulder to Cry On,7.6,7.8,8.3,6.3,7.7
Shin Ye Eun,A-Teen,8.2,8.8,9.3,8.3,8.7
Shin Ye Eun,He Is Psychometric,8.3,9.2,8.0,6.1,8.2
Shin Ye Eun,"Meow, the Secret Boy",6.9,8.5,8.7,6.0,7.3
Shin Ye Eun,More Than Friends,5.0,7.7,7.1,3.8,5.2
Shin Ye Eun,Revenge of Others,7.6,8.3,7.5,5.8,7.5
Shin Ye Eun,The Secret Romantic Guesthouse,8.7,8.9,7.8,6.9,8.5
Shin Yeon Suh,My Fuxxxxx Romance,6.9,7.9,7.3,5.0,7.2
Shin Yeon Suh,Our D-Day,8.5,8.5,9.5,7.5,8.0
Shin Yeon Woo,"Fanletter, Please",8.8,9.1,8.2,8.2,8.7
Shin Yi,Exactly What’s Going On?,7.3,7.4,5.1,5.4,7.3
Shin Yong Seok,Oh! Boarding House,6.6,7.8,7.0,6.2,7.0
Shin Yoon Joo,Babysitter,8.8,8.3,8.8,7.5,8.3
Shin Yoon Seop,Failing in Love,8.1,8.8,8.5,7.1,8.0
Shin Young Kyu,We Are Peaceful Brothers,9.5,10.0,10.0,9.0,9.5
Shon Min Ho,Our D-Day,8.5,8.5,9.5,7.5,8.0
Sim Hyun Seo,The King of Pigs,9.3,9.7,9.1,8.4,9.5
So Hee Jung,Scripting Your Destiny,8.2,8.5,8.3,7.7,8.1
So Hee Jung,The Witch's Diner,7.8,8.5,7.5,6.0,8.0
So Ji Sub,Doctor Lawyer,8.0,8.2,7.6,5.5,7.9
So Ji Sub,Oh My Venus,6.9,9.0,7.7,6.5,7.5
So Ji Sub,Terius Behind Me,7.6,9.0,7.8,6.5,7.9
So Ju Yeon,A Love So Beautiful,8.0,7.8,8.0,6.1,7.3
So Ju Yeon,Dr. Romantic Season 2,7.8,8.8,8.8,6.4,8.2
So Ju Yeon,Dr. Romantic Season 3,8.8,9.5,9.2,8.2,9.0
So Ju Yeon,Lovestruck in the City,8.5,9.5,9.0,8.2,8.8
So Ju Yeon,"Not Alright, But It's Alright",8.0,7.6,7.2,6.4,7.2
So Ju Yeon,"Not Alright, But It's Alright: Pilot",7.0,6.0,5.0,1.0,6.0
So Ju Yeon,Seasons of Blossom,9.1,8.5,8.3,8.2,8.9
So Yi Hyun,Fates & Furies,8.8,9.3,7.8,7.9,8.8
So Yi Hyun,Red Shoes,4.0,5.0,5.0,1.0,4.0
So Yi Hyun,Secrets of Women,4.5,4.8,3.8,1.0,4.5
So Yoo Jin,Five Enough,8.8,9.2,8.1,7.9,8.8
So Yoo Jin,My Healing Love,5.5,6.5,4.5,4.5,5.7
Solar,Imaginary Cat,7.4,8.1,6.6,5.8,7.7
Son Byung Ho,Hush,8.9,9.6,8.7,8.3,9.1
Son Byung Ho,Rose Mansion,8.5,8.9,8.4,5.9,8.4
Son Byung Ho,The Great Show,7.6,7.6,6.9,5.4,7.1
Son Byung Ho,Welcome 2 Life,8.9,9.5,8.2,8.4,8.9
Son Chang Min,My Daughter Geum Sa Wol,4.0,6.2,4.2,1.0,4.5
Son Chang Min,My Sassy Girl,7.2,8.2,7.8,4.9,7.3
Son Dam Bi,Mrs. Cop Season 2,8.5,9.5,7.0,7.0,8.5
Son Dam Bi,When the Camellia Blooms,8.4,8.8,8.5,7.1,8.3
Son Eun Seo,Voice,7.6,8.1,7.4,6.1,7.9
Son Eun Seo,Voice Season 2,8.5,9.0,8.8,7.2,8.7
Son Eun Seo,Voice Season 3: City of Accomplices,8.6,9.3,8.9,8.0,8.8
Son Eun Seo,Voice Season 4: Judgment Hour,8.0,8.8,7.4,6.5,7.8
Son Ga Young,Golden Pouch,6.9,8.5,6.6,5.4,7.6
Son Go Eun,Choco Milk Shake,8.3,8.6,7.7,7.5,8.4
Son Ho Jun,Blow Breeze,1.8,3.7,1.7,1.0,2.0
Son Ho Jun,Go Back Couple,8.7,9.2,8.7,8.4,8.9
Son Ho Jun,Mrs. Cop,7.9,8.8,6.6,6.0,8.0
Son Ho Jun,Terius Behind Me,7.6,9.0,7.8,6.5,7.9
Son Ho Jun,The First Responders,9.0,9.5,8.2,8.4,9.0
Son Ho Jun,The Light in Your Eyes,8.5,8.6,7.8,6.2,8.3
Son Ho Jun,Was It Love?,3.8,6.6,6.7,2.4,5.0
Son Ho Tae,A Beauty of Revenge,5.8,7.1,3.3,2.3,4.8
Son Ho Tae,A Ticket to India,6.2,9.0,8.5,9.0,8.0
Son Hwa Ryung,Bong Soon: A Cyborg in Love,8.0,7.5,7.5,6.0,7.8
Son Hwa Ryung,Late Night Restaurant,9.4,9.4,8.9,9.3,9.4
Son Hyun Joo,Criminal Minds,7.1,8.0,7.6,5.4,7.6
Son Hyun Joo,Justice,8.2,8.8,8.2,6.8,8.1
Son Hyun Joo,The Good Detective,7.8,8.8,7.4,6.0,7.9
Son Hyun Joo,The Good Detective Season 2,7.6,9.3,6.8,5.9,7.8
Son Hyun Joo,Tracer,7.4,7.8,7.0,6.4,6.9
Son Hyun Joo,Tracer Season 2,6.7,6.8,6.0,5.3,6.5
Son Hyun Woo,Dear X Who Doesn't Love Me,6.7,7.3,6.4,3.5,6.3
Son Hyun Woo,Sing My Crush,8.9,9.0,9.2,8.6,9.0
Son Ji Hyun,Monkey and Dog Romance,4.0,9.0,3.0,1.0,5.0
Son Ji Hyun,My Little Baby,7.0,7.3,5.7,4.8,6.7
Son Ji Hyun,She Is 200 Years Old,6.1,6.1,6.0,4.2,6.4
Son Ji Hyun,Strongest Deliveryman,7.6,8.6,7.8,6.5,7.6
Son Jin Young,Girl of 0AM,7.0,8.1,7.4,5.5,7.6
Son Jong Hak,Familiar Wife,8.0,9.2,8.6,7.1,8.3
Son Jong Hak,Flower of Evil,8.7,9.8,9.4,7.3,8.8
Son Jong Hak,Hot Stove League,9.2,9.6,8.1,8.4,9.2
Son Jong Hak,Priest,7.4,8.1,7.2,5.9,7.6
Son Jong Hak,The Good Detective,7.8,8.8,7.4,6.0,7.9
Son Jung Hun,Romanced,7.4,7.2,5.9,6.5,7.0
Son Jung Hun,To.Two,9.2,8.9,8.8,9.0,9.1
Son Na Eun,Agency,8.8,9.3,8.2,7.8,8.9
Son Na Eun,Cinderella and the Four Knights,5.8,7.6,7.7,4.1,6.3
Son Na Eun,Dinner Mate,7.1,8.7,8.3,5.2,7.1
Son Na Eun,Ghost Doctor,8.6,8.9,7.5,7.4,8.5
Son Na Eun,Twenty Again,8.7,8.5,8.3,7.2,8.7
Son Sang Yeon,Failing in Love,8.1,8.8,8.5,7.1,8.0
Son Sang Yeon,Racket Boys,8.4,9.2,7.8,7.8,8.8
Son Sang Yeon,Triple Fling,6.7,7.2,6.7,5.3,6.8
Son Se Bin,Hanging On,9.1,9.6,8.4,8.6,9.1
Son Se Bin,Prince's Prince,8.1,8.5,7.9,7.6,8.1
Son Se Bin,YG Future Strategy Office,7.5,7.5,8.0,8.0,7.8
Son Seung Guk,Love in Memory,6.4,7.0,5.5,4.6,5.8
Son Seung Guk,Love in Time,8.0,8.5,8.0,6.5,8.0
Son Seung Won,Eulachacha Waikiki,8.4,9.5,8.5,7.8,8.6
Son Seung Won,Person Who Gives Happiness,7.2,8.2,5.9,6.4,7.6
Son Soo Hyun,Out of Breath,9.8,9.8,6.8,8.1,9.1
Son Suk Ku,Big Bet,8.2,10.0,8.3,6.5,8.2
Son Suk Ku,Big Bet Season 2,6.2,8.2,4.0,1.0,6.8
Son Suk Ku,D.P.,9.5,9.5,8.7,8.0,9.2
Son Suk Ku,D.P. Season 2,8.0,9.5,8.8,6.8,8.4
Son Suk Ku,Designated Survivor: 60 Days,8.5,9.1,8.0,7.1,8.4
Son Suk Ku,Matrimonial Chaos,7.5,8.9,7.4,6.0,7.6
Son Suk Ku,My Liberation Notes,8.8,9.5,8.8,7.6,8.6
Son Sung Yoon,Love Twist,3.4,4.5,3.1,2.9,3.4
Son Sung Yoon,Touch Your Heart,7.5,8.5,7.7,6.7,8.0
Son Woo Hyeok,Shady Mom-in-Law,5.2,4.0,4.5,2.7,4.3
Son Woo Hyun,Battle for Happiness,8.3,8.4,8.8,6.4,7.9
Son Woo Hyun,To My Star,8.5,8.7,8.2,7.9,8.1
Son Woo Hyun,To My Star Season 2: Our Untold Stories,7.0,9.1,7.8,5.3,7.6
Son Ye Ji,My Wonderful Roommate,9.0,8.0,8.0,9.5,8.5
Son Ye Jin,Crash Landing on You,8.1,9.2,8.6,7.4,8.2
Son Ye Jin,Something in the Rain,7.0,8.9,7.2,5.8,7.5
Son Ye Jin,Thirty-Nine,7.6,8.7,7.0,5.9,7.9
Son Yeo Eun,Bad Papa,7.2,8.4,6.5,4.0,7.2
Song  Ha Yoon,Devilish Joy,7.2,8.9,7.7,6.9,8.1
Song  Ha Yoon,Dream Knight,7.6,7.6,8.3,6.7,7.6
Song  Ha Yoon,Fight for My Way,8.2,9.1,8.5,8.2,8.6
Song  Ha Yoon,Oh! Youngsim,6.1,6.5,5.8,5.1,5.5
Song  Ha Yoon,Please Don't Date Him,8.3,8.3,7.3,6.8,8.1
Song  Ha Yoon,Touching You,6.0,6.9,5.5,3.4,5.5
Song  Jae Hee,All is Well,3.5,4.0,1.0,1.0,3.5
Song  Jae Hee,Ms. Temper & Nam Jung Gi,8.8,9.0,7.9,7.5,9.0
Song  Jae Hee,Touch,6.2,6.5,6.9,4.1,6.1
Song Boo Geon,Voice Season 3: City of Accomplices,8.6,9.3,8.9,8.0,8.8
Song Chae Yun,Goedam,7.0,7.4,6.8,6.2,6.6
Song Chae Yun,The Sweet Blood,5.6,5.8,5.8,4.0,5.2
Song Chang Eui,Hide and Seek,6.7,7.2,7.3,5.3,6.8
Song Chang Eui,Make a Woman Cry,6.1,7.4,5.6,4.0,6.9
Song Chang Eui,The Secret of My Love,4.2,5.5,2.8,1.0,2.2
Song Deok Ho,"Link: Eat, Love, Kill",6.6,8.7,6.7,4.6,6.8
Song Deok Ho,May I Help You,7.0,8.8,7.7,4.8,7.5
Song Geon Hee,"Alice, the Final Weapon",7.1,7.9,6.9,5.4,7.2
Song Geon Hee,Flat,8.9,8.9,8.0,8.1,8.9
Song Geon Hee,Missing: The Other Side,9.6,9.7,9.0,7.6,9.4
Song Geon Hee,"Not Alright, But It's Alright",8.0,7.6,7.2,6.4,7.2
Song Geul Song Geul,Miss Independent Ji Eun Season 2,8.0,8.2,7.7,6.8,8.1
Song Geul Song Geul,Monkey and Dog Romance,4.0,9.0,3.0,1.0,5.0
Song Hae Na,Alchemist,6.4,7.7,8.3,6.2,7.1
Song Hae Na,Tofu Personified,8.0,9.5,8.5,6.0,7.5
Song Hye Kyo,Descendants of the Sun,7.2,8.6,8.8,6.2,7.8
Song Hye Kyo,Encounter,8.5,9.5,9.0,8.2,8.8
Song Hye Kyo,"Now, We Are Breaking Up",4.2,4.7,4.7,2.6,4.2
Song Hye Kyo,The Glory,7.9,8.8,7.0,6.0,7.6
Song Hye Kyo,The Glory Part 2,8.2,8.5,7.0,6.5,7.8
Song Hye Lin,Welcome to the Lesbian Bar,7.8,9.0,6.7,6.3,8.2
Song Il Gook,Jang Young Shil,8.6,9.4,8.1,7.2,8.9
Song Jae Rim,All That We Loved,7.1,8.6,7.9,7.1,7.3
Song Jae Rim,Clean with Passion for Now,7.4,9.1,8.1,6.2,7.5
Song Jae Rim,"Good-bye, Mr. Black",6.7,7.7,6.6,4.5,6.8
Song Jae Rim,How to Be Thirty,6.4,7.7,6.6,5.5,6.5
Song Jae Rim,I Wanna Hear Your Song,7.0,8.2,7.8,5.5,7.3
Song Jae Rim,Our Gap Soon,6.9,7.6,7.3,5.6,7.2
Song Jae Rim,Secret Mother,8.1,9.0,7.6,6.1,8.2
Song Jae Rim,Thumping Spike,6.9,7.1,6.3,6.3,7.3
Song Jae Ryong,I'm Not a Robot,8.9,9.5,8.5,8.8,9.2
Song Ji Eun,Immutable Law of First Love,10.0,10.0,10.0,10.0,10.0
Song Ji Eun,My Secret Romance,5.6,6.8,6.2,3.9,5.9
Song Ji Eun,"Sweet Home, Sweet Honey",7.3,7.0,5.5,4.4,6.5
Song Ji Eun,The Man's Voice,4.8,7.2,4.6,3.6,4.9
Song Ji Eun,Wish Woosh Season 2,6.2,7.2,5.2,6.2,6.2
Song Ji Ho,Doctor Cha,5.2,8.0,6.0,4.1,5.5
Song Ji Hyo,Ex-Girlfriend Club,8.4,9.2,8.4,7.7,8.5
Song Ji Hyo,Lovely Horribly,5.9,6.4,6.5,3.6,6.0
Song Ji Hyo,My Wife’s Having an Affair This Week,8.3,9.5,8.5,7.0,8.7
Song Ji Hyo,The Witch's Diner,7.8,8.5,7.5,6.0,8.0
Song Ji Hyo,Was It Love?,3.8,6.6,6.7,2.4,5.0
Song Ji In,Rose Mansion,8.5,8.9,8.4,5.9,8.4
Song Ji Oh,Semantic Error,8.5,9.1,8.8,9.4,9.2
Song Jin Woo,Welcome to Wedding Hell,5.5,6.7,5.1,2.4,4.9
Song Jong Ho,Orange Marmalade,6.0,6.7,6.1,3.2,5.9
Song Jong Ho,The Girl Who Sees Scents,7.2,8.1,7.1,4.3,7.5
Song Jong Ho,The Promise,8.5,8.8,7.8,3.0,8.5
Song Jong Ho,Was It Love?,3.8,6.6,6.7,2.4,5.0
Song Joong Ki,Arthdal Chronicles Part 1: The Children of Prophecy,8.5,9.5,8.4,7.5,8.5
Song Joong Ki,"Arthdal Chronicles Part 2: The Sky Turning Inside Out, Rising Land",9.2,9.7,8.8,8.6,9.2
Song Joong Ki,Arthdal Chronicles Part 3: The Prelude to All Legends,9.2,9.7,8.2,7.8,8.5
Song Joong Ki,Descendants of the Sun,7.2,8.6,8.8,6.2,7.8
Song Joong Ki,Reborn Rich,4.4,8.0,7.0,2.5,4.7
Song Joong Ki,Vincenzo,6.1,8.2,7.1,3.5,6.2
Song Kang,Forecasting Love and Weather,5.7,7.4,6.8,4.5,6.0
Song Kang,Love Alarm,5.5,6.6,5.4,4.4,5.3
Song Kang,Love Alarm Season 2,4.9,7.0,6.2,2.8,4.9
Song Kang,Navillera,8.9,9.4,8.9,8.7,9.0
Song Kang,"Nevertheless,",4.4,8.0,8.5,2.9,5.3
Song Kang,Sweet Home,7.5,9.2,6.4,7.4,7.8
Song Ok Sook,38 Task Force,8.3,9.0,8.2,6.2,8.4
Song Ok Sook,"Cheat On Me, if You Can",7.3,9.1,8.2,6.4,7.9
Song Sae Byuk,My Mister,9.8,10.0,10.0,9.5,9.7
Song Sae Byuk,Possessed,5.7,9.0,8.5,3.9,6.1
Song Sang Eun,Dark Hole,7.1,8.5,7.5,6.2,7.5
Song Sang Eun,Good Job,7.0,8.1,7.5,5.8,7.5
Song Seung Heon,Black,8.2,8.3,8.6,6.8,8.0
Song Seung Heon,Black Knight,7.6,8.4,6.7,6.4,7.8
Song Seung Heon,Dinner Mate,7.1,8.7,8.3,5.2,7.1
Song Seung Heon,Player,8.6,9.2,8.9,8.2,9.0
Song Seung Heon,"Saimdang, Light’s Diary",6.8,8.4,8.0,4.7,7.3
Song Seung Heon,The Great Show,7.6,7.6,6.9,5.4,7.1
Song Seung Heon,Voice Season 4: Judgment Hour,8.0,8.8,7.4,6.5,7.8
Song Seung Hwan,One Spring Night,8.3,9.0,8.2,7.0,8.0
Song Seung Hyun,Oh! My Assistant,5.0,6.1,6.0,4.0,5.6
Song Soo Hyun,Sweet Revenge Season 2,8.1,8.4,7.7,7.7,8.1
Song Sun Mi,Crime Puzzle,7.8,8.3,7.2,6.0,7.5
Song Sun Mi,Love Alarm,5.5,6.6,5.4,4.4,5.3
