actor_name,drama_name,story_score,acting_cast_score,music_score,rewatch_value_score,overall_score
Song Tae Woo,109 Strange Things,5.8,6.5,5.6,4.1,6.0
Song Tae Yoon,Ocean Likes Me,5.8,8.0,7.8,5.0,6.7
Song Won Seok,Joseon Survival,4.2,5.0,3.0,2.5,3.8
Song Won Seok,Never Twice,8.2,8.8,7.0,7.0,7.8
Song Won Seok,One the Woman,6.9,8.2,6.8,5.9,7.0
Song Won Seok,Swan,5.0,8.0,1.0,1.0,6.5
Song Yi Jae,No Time for Love,8.5,9.0,7.5,7.0,8.5
Song Yoo Hyun,Love Returns,6.2,7.6,6.2,4.0,6.5
Song Yoo Jung,Dear My Name,8.3,8.5,6.9,7.3,8.1
Song Yoon Ah,Assembly,6.8,6.7,6.0,6.3,6.8
Song Yoon Ah,Graceful Friends,7.8,9.5,8.0,6.7,8.3
Song Yoon Ah,Secret Mother,8.1,9.0,7.6,6.1,8.2
Song Yoon Ah,Show Window: The Queen's House,7.5,8.7,7.9,4.6,7.4
Song Yoon Ah,The K2,7.1,8.5,7.7,4.9,7.6
Song Young Chang,The Empire,6.1,8.6,5.9,5.4,5.5
Song Young Jae,Oh! Youngsim,6.1,6.5,5.8,5.1,5.5
Song Young Jae,The Man's Voice,4.8,7.2,4.6,3.6,4.9
Song Young Kyu,A Special Meal of the Weirdo 'Nara',6.0,7.0,5.0,5.0,4.0
Song Young Kyu,Hyena,8.8,9.4,8.3,8.2,8.9
Song Young Kyu,Strong Underdog,9.0,10.0,8.0,8.0,9.0
Song Yu Vin,Happy Merry Ending,6.0,8.2,8.2,5.1,6.8
Song Yu Vin,Loss Time Life,7.5,6.0,5.5,6.0,6.5
Stephanie Lee,Partners for Justice,8.1,8.0,7.5,5.7,7.8
Stephanie Lee,Second to Last Love,7.8,9.0,8.4,7.7,8.0
Stephanie Lee,When I Was the Most Beautiful,6.5,9.4,7.5,5.0,7.6
Steve Noh,300 Year-Old Class of 2020,6.8,8.0,8.7,6.7,7.7
Steve Noh,"Fight Hard, Love Harder Season 2",7.5,8.0,7.0,7.0,7.5
Steve Noh,We Are Peaceful Brothers,9.5,10.0,10.0,9.0,9.5
Su Bin,Wish You: Your Melody From My Heart,6.4,7.3,8.1,5.5,6.8
Suho,How Are You Bread,5.3,6.7,6.7,4.4,5.8
Suho,Rich Man,5.7,6.0,6.5,3.8,5.6
Suho,The Universe’s Star,8.3,8.5,8.5,6.3,8.6
Sul Ji Yoon,Genesis,7.8,8.2,7.8,7.2,7.0
Sul Ji Yoon,Girl of 0AM,7.0,8.1,7.4,5.5,7.6
Sumi Jo,Take 1,9.8,9.8,10.0,8.8,9.7
Sun Ho Jin,Romance Blue,2.0,4.0,3.8,1.0,2.5
Sun Woo Jae Duk,Always Springtime,2.5,2.5,1.0,1.0,2.5
Sun Woo Jae Duk,Oh My Ladylord,3.6,7.8,6.1,2.0,5.1
Sun Woo Jae Duk,Red Shoes,4.0,5.0,5.0,1.0,4.0
Sun Woo Jae Duk,The Unusual Family,3.5,4.0,1.0,1.0,3.5
Sun Woo Sun,Risky Romance,7.4,8.4,6.8,7.0,7.8
Sung Byung Sook,Andante,6.0,7.2,6.6,4.0,6.2
Sung Dong Il,Curtain Call,7.3,8.5,7.0,5.0,7.5
Sung Dong Il,Desperate Mr. X,7.5,7.5,1.0,4.5,7.5
Sung Dong Il,Ghost Doctor,8.6,8.9,7.5,7.4,8.5
Sung Dong Il,If You Wish Upon Me,7.9,9.2,8.3,7.2,8.0
Sung Dong Il,Jirisan,6.5,8.8,7.4,4.9,7.0
Sung Dong Il,Live,9.7,9.7,9.2,8.9,9.6
Sung Dong Il,Miss Hammurabi,8.2,8.6,8.3,7.2,8.0
Sung Dong Il,Reply 1988,9.5,9.8,9.6,8.9,9.6
Sung Dong Il,Sisyphus: The Myth,8.5,9.2,8.5,7.4,8.3
Sung Dong Il,Somehow Family,6.0,8.0,5.0,6.0,8.0
Sung Dong Il,The Cursed,7.9,8.8,6.9,6.0,8.2
Sung Dong Il,Trap,6.2,7.9,6.1,4.0,6.7
Sung Dong Il,Your Honor,8.4,9.2,8.5,7.4,8.5
Sung Eun,"Persevere, Goo Hae Ra",6.9,7.5,8.4,5.0,6.9
Sung Hoon,Five Enough,8.8,9.2,8.1,7.9,8.8
Sung Hoon,I Picked Up a Star on the Road,7.0,8.2,7.2,5.8,6.9
Sung Hoon,Level Up,6.9,7.5,6.0,4.2,6.8
Sung Hoon,Love (ft. Marriage and Divorce),5.8,7.6,6.3,3.7,4.9
Sung Hoon,Love (ft. Marriage and Divorce) Season 2,5.5,7.2,7.1,4.9,5.5
Sung Hoon,My Secret Romance,5.6,6.8,6.2,3.9,5.9
Sung Hoon,"Noble, My Love",6.7,7.5,6.4,6.5,7.4
Sung Hoon,Oh My Venus,6.9,9.0,7.7,6.5,7.5
Sung Hoon,Star With a Secret,7.3,7.9,7.4,5.1,6.5
Sung Hoon,The Sound of Your Heart: Reboot,7.8,8.0,8.0,7.0,7.2
Sung Hoon,The Sound of Your Heart: Reboot Season 2,8.5,7.5,8.0,9.0,8.0
Sung Hoon,The [email protected],6.5,7.5,7.5,3.5,7.0
Sung Hoon,Woo Ri the Virgin,2.0,4.0,3.8,1.0,1.9
Sung Hyuk,King Maker: The Change of Destiny,8.3,8.6,8.7,5.8,8.2
Sung Hyun Ah,Phoenix 2020,4.0,4.3,3.7,3.2,4.0
Sung Ji Ru,Bad and Crazy,6.5,8.3,7.2,5.8,7.0
Sung Ji Ru,Justice Team,8.0,8.0,5.0,5.0,8.0
Sung Ji Ru,"Miss Ma, Nemesis",7.5,8.8,8.0,6.2,7.5
Sung Ji Ru,The Man's Voice,4.8,7.2,4.6,3.6,4.9
Sung Joon,Call It Love,8.6,9.5,8.4,7.8,8.9
Sung Joon,Casting a Spell to You,6.4,7.6,6.3,4.5,6.6
Sung Joon,High Society,6.8,7.2,7.7,4.3,7.0
Sung Joon,"Hyde, Jekyll, Me",6.2,7.3,6.1,5.0,6.4
Sung Joon,Island,7.0,8.6,7.5,6.6,7.8
Sung Joon,Island Part 2,7.2,8.9,7.5,5.6,7.6
Sung Joon,Madame Antoine,6.0,7.6,7.0,3.9,6.0
Sung Joon,Ms. Perfect,6.9,7.7,6.3,4.9,7.2
Sung Ryung,Our Dating Sim,8.3,9.3,8.3,9.1,9.2
Sung Yoo Ri,Monster,6.0,7.5,6.0,2.0,6.0
T.O.P,The Secret Message,7.2,7.6,7.3,5.5,7.0
Tae Hang Ho,The Sound of Your Heart: Reboot,7.8,8.0,8.0,7.0,7.2
Tae Hang Ho,The Sound of Your Heart: Reboot Season 2,8.5,7.5,8.0,9.0,8.0
Tae Hang Ho,Zombie Detective,7.6,8.7,7.8,6.5,8.1
Tae In Ho,About Time,6.6,7.6,6.8,4.1,6.4
Tae In Ho,Ghost Doctor,8.6,8.9,7.5,7.4,8.5
Tae In Ho,Kiss Sixth Sense,6.7,7.8,6.9,5.0,7.0
Tae In Ho,May I Help You,7.0,8.8,7.7,4.8,7.5
Tae In Ho,My Fellow Citizens!,8.2,9.2,8.5,6.4,8.3
Tae In Ho,Sisyphus: The Myth,8.5,9.2,8.5,7.4,8.3
Tae In Ho,Soul Mechanic,8.7,9.2,8.1,7.0,8.4
Tae Kyung,Love as You Taste,5.0,8.0,5.5,4.0,4.5
Tae Won Seok,Player,8.6,9.2,8.9,8.2,9.0
Tae Won Seok,Private Lives,6.7,8.7,7.8,4.9,7.3
Tak Woo Suk,Long Time No See,7.6,8.8,7.2,6.9,7.7
Tang Jun Sang,Move to Heaven,9.6,9.8,9.2,8.5,9.7
Tang Jun Sang,Racket Boys,8.4,9.2,7.8,7.8,8.8
Terada Takuya,The Lover,8.5,9.0,7.7,8.0,8.7
Teramoto Yukika,The [email protected],6.5,7.5,7.5,3.5,7.0
Terris Brown,So Not Worth it,6.9,7.8,7.5,6.9,7.3
Tommy Sittichok Pueakpoolpol,Peach of Time,8.2,9.0,9.0,7.8,8.4
Tony Ahn,"Fly, Again",5.5,8.0,7.0,2.0,7.5
Tony Ahn,How to Hate You,8.2,8.8,7.6,7.8,8.4
U-Know,I Order You,5.5,7.0,6.1,3.8,6.0
U-Know,Meloholic,6.3,7.2,6.7,4.5,6.4
U-Know,Race,7.5,8.3,7.8,6.3,6.7
U-kwon,Jumping Girl,6.4,7.6,6.5,6.8,6.8
Uee,Ghost Doctor,8.6,8.9,7.5,7.4,8.5
Uee,High Society,6.8,7.2,7.7,4.3,7.0
Uee,Ho Goo's Love,9.2,9.3,8.0,8.6,9.2
Uee,Manhole,7.2,7.4,5.6,4.8,6.8
Uee,Marriage Contract,8.2,9.5,8.4,7.8,8.6
Uee,My Husband Oh Jak Doo,8.2,8.7,8.0,6.5,7.8
Uee,My Only One,6.8,8.0,6.8,5.6,6.8
Uee,Night Light,7.6,8.2,7.6,5.3,7.5
Ueno Juri,The Secret Message,7.2,7.6,7.3,5.5,7.0
Uhm Hyo Sub,Doctors,6.4,8.5,7.8,5.0,7.4
Uhm Hyo Sub,Live Up to Your Name,8.7,9.8,9.0,7.9,8.9
Uhm Hyo Sub,Shopping King Louie,7.5,8.7,8.4,6.5,8.1
Uhm Hyo Sub,Super Family,10.0,10.0,6.8,8.5,9.0
Uhm Hyo Sub,"The King of Tears, Lee Bang Won",5.0,8.0,1.0,1.0,4.8
Uhm Hyo Sub,Youth of May,10.0,10.0,9.6,9.8,9.9
Uhm Hyun Kyung,A Man in a Veil,5.4,6.9,5.5,4.0,5.7
Uhm Hyun Kyung,All is Well,3.5,4.0,1.0,1.0,3.5
Uhm Hyun Kyung,Defendant,8.0,9.6,8.2,6.5,8.4
Uhm Hyun Kyung,Hide and Seek,6.7,7.2,7.3,5.3,6.8
Uhm Hyun Kyung,Miss Lee,6.3,9.0,5.0,4.8,5.8
Uhm Hyun Kyung,Second Husband,5.5,6.8,5.7,3.5,5.6
Uhm Ji Sung,Cross,9.2,9.4,8.8,8.5,9.0
Uhm Ji Won,Birthcare Center,9.2,9.3,8.7,8.1,9.0
Uhm Ji Won,Falsify,8.8,9.2,8.4,7.4,8.6
Uhm Ji Won,Little Women,7.7,8.8,8.2,6.2,7.7
Uhm Ji Won,Spring Turns to Spring,7.8,9.3,7.4,6.9,8.2
Uhm Ji Won,The Cursed,7.9,8.8,6.9,6.0,8.2
Uhm Jung Hwa,Doctor Cha,5.2,8.0,6.0,4.1,5.5
Uhm Jung Hwa,Our Blues,9.8,9.9,9.3,9.2,9.7
Uhm Jung Hwa,You're Too Much,6.0,7.5,5.0,5.5,6.2
Uhm Ki Joon,Defendant,8.0,9.6,8.2,6.5,8.4
Uhm Ki Joon,Heart Surgeons,7.4,7.9,7.1,5.8,7.3
Uhm Ki Joon,I'm Not a Robot,8.9,9.5,8.5,8.8,9.2
Uhm Ki Joon,Little Women,7.7,8.8,8.2,6.2,7.7
Uhm Ki Joon,Nightmare Teacher,7.4,8.3,7.8,6.1,7.6
Uhm Ki Joon,The Man in the Mask,7.5,8.0,6.2,6.0,7.5
Uhm Ki Joon,The Penthouse Season 2: War in Life,8.9,9.9,9.5,8.0,9.2
Uhm Ki Joon,The Penthouse Season 3: War in Life,5.1,9.5,7.4,4.1,6.0
Uhm Ki Joon,The Penthouse: War in Life,7.5,8.3,7.3,5.3,7.5
Uhm Tae Goo,Hometown,7.0,8.7,7.2,5.2,6.9
Uhm Tae Goo,Save Me Season 2,8.5,9.0,7.5,6.4,8.5
Uhm Tae Woong,Wanted,7.2,8.5,8.0,2.8,6.8
ViVi,First Love Story,7.5,8.0,5.5,6.5,7.0
ViVi,First Love Story Season 2,6.0,7.0,5.0,5.0,5.0
Wang Bit Na,First Love Again,9.4,9.5,8.5,8.6,9.2
Wang Bit Na,Love in Sadness,7.6,8.1,7.2,5.8,7.4
Wang Bit Na,Mysterious Personal Shopper,4.8,7.0,5.0,4.5,6.2
Wang Bit Na,She Would Never Know,7.6,8.5,7.9,7.4,8.0
Wang Ji Hye,Be My Dream Family,7.9,8.4,6.1,6.8,7.6
Wang Ji Hye,Love Is Drop by Drop,4.5,5.0,3.0,2.0,4.5
Wang Ji Hye,Oh! Youngsim,6.1,6.5,5.8,5.1,5.5
Wang Ji Hye,"Yeah, That's How It Is",7.7,8.2,5.4,5.6,7.8
Wang Ji Won,Divorce Lawyer in Love,7.7,7.4,5.8,4.6,6.7
Wang Ji Won,Thirty But Seventeen,8.9,8.8,8.8,7.9,8.8
Wang Seok Hyun,A Pledge to God,7.8,8.5,6.8,6.3,7.8
Wi Ha Joon,18 Again,7.7,8.8,8.6,6.6,8.4
Wi Ha Joon,Bad and Crazy,6.5,8.3,7.2,5.8,7.0
Wi Ha Joon,Little Women,7.7,8.8,8.2,6.2,7.7
Wi Ha Joon,Matrimonial Chaos,7.5,8.9,7.4,6.0,7.6
Wi Ha Joon,Romance Is a Bonus Book,7.7,8.8,7.3,6.8,7.6
Wi Ha Joon,Squid Game,5.8,8.0,6.9,4.6,6.4
Won Do Hyun,All the Liquors,6.0,7.1,6.6,4.2,6.2
Won Hyun Joon,Café Minamdang,8.0,8.7,8.2,5.8,8.1
Won Ji An,Hope or Dope,8.2,8.4,8.1,7.4,7.9
Won Ji An,Hope or Dope 2,8.8,9.6,7.0,6.1,8.5
Won Ji An,If You Wish Upon Me,7.9,9.2,8.3,7.2,8.0
Won Jin Ah,Hellbound,7.9,8.7,7.7,6.4,7.6
Won Jin Ah,Just Between Lovers,8.9,9.5,9.2,8.2,9.1
Won Jin Ah,Life,9.2,9.8,8.2,8.0,9.3
Won Jin Ah,Melting Me Softly,4.2,6.6,6.4,3.4,5.0
Won Jin Ah,She Would Never Know,7.6,8.5,7.9,7.4,8.0
Won Jin Ah,Unicorn,8.6,9.4,7.6,8.2,8.9
Won Ki Joon,Always Springtime,2.5,2.5,1.0,1.0,2.5
Won Ki Joon,My Wonderful Life,3.6,6.0,3.1,1.0,2.9
Won Mi Kyung,Happy Home,6.5,8.0,4.8,5.5,7.2
Won Mi Kyung,My Unfamiliar Family,8.2,8.8,7.9,6.7,8.2
Won Mi Kyung,The Most Beautiful Goodbye,8.8,9.2,8.6,5.4,8.6
Won Tae Min,A DeadbEAT's Meal,9.0,10.0,8.0,9.5,9.0
Won Tae Min,Mute,7.2,7.5,7.6,7.2,7.6
Won Tae Min,Unintentional Love Story,8.4,8.9,8.5,8.3,8.8
Won Tae Min,You Make Me Dance,7.7,8.5,8.2,6.2,7.9
Won Tae San,Long Time No See,7.6,8.8,7.2,6.9,7.7
Won Young Wook,Fall for You,9.4,9.2,8.2,8.8,9.6
Woo Da Vi,"At a Distance, Spring Is Green",6.9,8.2,8.3,5.9,7.5
Woo Da Vi,Dear.M,7.4,8.2,7.5,6.2,7.3
Woo Da Vi,Melancholia,8.9,9.6,9.2,7.7,9.2
Woo Da Vi,"Poong, the Joseon Psychiatrist Season 2",7.7,8.3,7.3,5.8,7.4
Woo Do Hwan,Bloodhounds,7.2,9.0,7.4,5.8,7.8
Woo Do Hwan,Dramaworld,6.7,5.5,5.8,5.8,6.6
Woo Do Hwan,Joseon Attorney: A Morality,7.5,9.1,7.7,5.5,7.7
Woo Do Hwan,Mad Dog,8.8,9.6,8.9,7.8,8.8
Woo Do Hwan,My Country: The New Age,8.7,9.6,9.0,7.8,9.0
Woo Do Hwan,Save Me,8.5,9.2,7.8,6.5,8.6
Woo Do Hwan,Tempted,5.4,7.0,6.0,3.1,5.7
Woo Do Hwan,The King: Eternal Monarch,6.7,8.5,8.0,6.2,7.3
Woo Hee Jin,A Daughter Just Like You,6.8,7.2,5.2,4.2,6.8
Woo Hee Jin,Angel's Last Mission: Love,7.5,8.8,8.9,6.4,8.0
Woo Hee Jin,Dali and the Cocky Prince,8.5,9.1,8.7,7.9,8.5
Woo Hee Jin,Good People,3.8,3.0,1.5,1.0,3.5
Woo Hee Jin,"I'm a Mother, Too",6.2,6.0,4.2,2.0,5.8
Woo Hyeok,Man in the Shower,8.5,8.0,8.0,8.0,8.5
Woo Hyeok,Prince's Prince,8.1,8.5,7.9,7.6,8.1
Woo Hyun,Beautiful Gong Shim,6.7,8.8,7.9,5.2,7.5
Woo Hyun,Brain Works,7.6,8.2,6.2,6.8,7.4
Woo Hyun,Crime Puzzle,7.8,8.3,7.2,6.0,7.5
Woo Hyun,Vivid Romance,7.4,7.8,6.4,5.0,7.8
Woo Jeong Won,Battle for Happiness,8.3,8.4,8.8,6.4,7.9
Woo Ji Hyun,Mouse,7.1,8.8,7.8,6.5,7.3
Woo Jung Kook,Forest,7.3,8.3,7.5,5.8,7.5
Woo Tae Ha,Delivery Man,7.6,7.1,5.9,4.6,6.9
Woo Tae Ha,Love in Spring,6.3,8.3,7.7,4.9,6.8
Wyatt,Can I Step In?,8.1,8.2,7.9,6.4,7.9
Xiumin,Falling for Do Jeon,7.7,8.5,8.4,6.6,8.0
Yan An,Nickname Pine Leaf,8.0,8.8,5.5,5.5,7.5
Yang  Jin Sung,28 Faces of the Moon,1.8,1.9,2.5,1.0,1.9
Yang  Jin Sung,My Son-In-Law's Woman,3.0,3.0,1.0,1.0,3.0
Yang  Jin Sung,My Unfortunate Boyfriend,6.7,6.8,6.5,5.8,7.0
Yang  Mi Kyung,A Man in a Veil,5.4,6.9,5.5,4.0,5.7
Yang  Mi Kyung,Still Loving You,7.0,7.5,4.0,4.5,7.0
Yang  Mi Kyung,The All-Round Wife,6.0,7.5,7.5,5.0,7.0
Yang Byeong Yeol,"Bravo, My Life",8.2,9.0,8.0,5.5,8.5
Yang Byeong Yeol,Magic School,6.8,8.0,6.8,4.2,7.0
Yang Byeong Yeol,Our Love Story,8.0,8.0,6.5,5.5,7.5
Yang Dae Hyuk,Sweet Munchies,5.5,7.6,7.1,3.8,5.8
Yang Dong Geun,Borg Mom,7.0,6.5,4.0,5.0,7.2
Yang Dong Geun,The Forbidden Marriage,7.4,8.1,7.5,6.1,7.2
Yang Dong Geun,The King of the Desert,8.2,9.2,6.8,4.7,8.2
Yang Dong Geun,The Third Charm,7.1,8.8,7.5,5.3,7.4
Yang Geum Suk,Love of Eve,3.0,3.0,1.0,1.0,3.0
Yang Geum Suk,Mom Has an Affair,7.2,7.3,5.5,4.3,7.0
Yang Hak Jin,Heartbeat Broadcasting Accident,6.6,7.5,5.6,5.6,6.9
Yang Hak Jin,My Runway,7.6,8.8,6.4,6.3,7.8
Yang Hak Jin,The Miracle,7.4,7.8,7.8,5.6,7.6
Yang Hee Kyung,If You Wish Upon Me,7.9,9.2,8.3,7.2,8.0
Yang Hee Kyung,Unasked Family,6.0,5.0,3.6,4.1,5.4
Yang Hong Seok,Anniversary Anyway,8.8,8.8,8.7,6.5,8.3
Yang Hong Seok,Blue Birthday,8.9,7.8,8.3,7.8,8.6
Yang Hong Seok,Nickname Pine Leaf,8.0,8.8,5.5,5.5,7.5
Yang Hong Seok,Shadow Beauty,7.4,8.6,6.8,6.0,7.4
Yang Hye Ji,Failing in Love,8.1,8.8,8.5,7.1,8.0
Yang Hye Ji,Live On,6.7,8.0,7.6,5.9,7.1
Yang Hye Ji,"Nevertheless,",4.4,8.0,8.5,2.9,5.3
Yang Hye Ji,Revenant,8.6,9.6,8.2,7.5,8.7
Yang Hye Jin,Phoenix 2020,4.0,4.3,3.7,3.2,4.0
Yang Hyuk,Bad Girlfriend,5.5,7.5,6.0,4.8,5.5
Yang Hyun Min,The Cravings Season 2,10.0,10.0,10.0,10.0,7.5
Yang Ik Jun,Bad Guys: City of Evil,7.9,8.3,8.4,6.5,8.0
Yang Ik Jun,Hellbound,7.9,8.7,7.7,6.4,7.6
Yang Jung Ah,Flower of the Queen,4.0,4.5,1.0,1.0,4.0
Yang Jung Ah,Justice Team,8.0,8.0,5.0,5.0,8.0
Yang Kyung Won,Big Mouth,6.7,9.1,6.6,5.2,7.0
Yang Kyung Won,Crash Landing on You,8.1,9.2,8.6,7.4,8.2
Yang Kyung Won,Recipe for Farewell,9.8,9.8,9.4,9.1,9.6
Yang Se Jong,Dr. Romantic,8.5,9.7,8.0,7.5,9.0
Yang Se Jong,Duel,8.5,9.5,7.6,7.6,8.5
Yang Se Jong,My Country: The New Age,8.7,9.6,9.0,7.8,9.0
Yang Se Jong,"Saimdang, Light’s Diary",6.8,8.4,8.0,4.7,7.3
Yang Se Jong,Temperature of Love,6.9,8.8,8.1,5.5,7.3
Yang Se Jong,Thirty But Seventeen,8.9,8.8,8.8,7.9,8.8
Yang Seo Hyun,Hope or Dope,8.2,8.4,8.1,7.4,7.9
Yang Seo Hyun,Hope or Dope 2,8.8,9.6,7.0,6.1,8.5
Yang Seo Hyun,Light on Me,8.0,8.3,9.0,7.3,8.3
Yang Seo Hyun,The World of My 17 Season 2,8.5,8.7,8.2,7.2,8.1
Yang Seung Bin,Kissable Lips,5.1,7.5,6.1,3.6,5.5
Yang Seung Bin,Love Tractor,8.1,8.8,8.5,7.5,8.4
Yang Seung Bin,Tinted With You,7.3,8.6,7.6,6.2,7.4
Yang Yoo Jin,Best Mistake Season 2,6.5,7.7,6.9,5.1,6.7
Yang Yoo Jin,Sleepless in Love,7.5,7.5,8.5,6.0,7.2
Ye Ji Won,Another Miss Oh,5.7,7.9,7.0,4.6,6.5
Ye Ji Won,Brain Works,7.6,8.2,6.2,6.8,7.4
Ye Ji Won,Dinner Mate,7.1,8.7,8.3,5.2,7.1
Ye Ji Won,Do Do Sol Sol La La Sol,5.8,9.0,8.5,4.4,6.7
Ye Ji Won,Introverted Boss,5.9,7.5,8.0,4.9,6.8
Ye Ji Won,Love Affairs in the Afternoon,8.5,9.0,8.5,7.8,8.6
Ye Ji Won,My Wife’s Having an Affair This Week,8.3,9.5,8.5,7.0,8.7
Ye Ji Won,Never Twice,8.2,8.8,7.0,7.0,7.8
Ye Ji Won,Should We Kiss First?,8.6,9.2,8.1,7.2,8.4
Ye Ji Won,The Heavenly Idol,5.0,6.8,5.9,4.5,5.4
Ye Ji Won,"The King of Tears, Lee Bang Won",5.0,8.0,1.0,1.0,4.8
Ye Ji Won,Thirty But Seventeen,8.9,8.8,8.8,7.9,8.8
Ye Jung Hwa,Girls' Love Story,4.8,6.2,5.0,5.2,5.5
Ye Soo Jung,Hunted,7.0,9.0,8.7,4.0,7.5
Ye Soo Jung,"Link: Eat, Love, Kill",6.6,8.7,6.7,4.6,6.8
Ye Soo Jung,My Old Friend,7.5,6.5,6.0,7.5,7.5
Ye Soo Jung,Prison Playbook,8.7,9.7,9.2,6.9,8.8
Ye Soo Jung,Twelve Nights,7.3,8.1,7.5,5.6,7.1
Ye Sung,Awl,6.6,7.4,5.6,5.8,7.1
Ye Sung,Voice,7.6,8.1,7.4,6.1,7.9
Yeo Hoe Hyun,A Love So Beautiful,8.0,7.8,8.0,6.1,7.3
Yeo Hoe Hyun,Girls' Generation 1979,9.0,9.2,9.0,8.0,9.2
Yeo Hoe Hyun,Leverage,7.0,8.0,6.5,5.5,7.3
Yeo Hoe Hyun,Short,7.9,8.5,8.0,7.8,8.3
Yeo Ji Min,100% Era,8.4,7.8,6.5,7.1,8.0
Yeo Jin Goo,Beyond Evil,8.2,9.3,8.2,6.6,8.5
Yeo Jin Goo,Circle,9.3,9.2,8.0,8.6,9.0
Yeo Jin Goo,Hotel del Luna,7.0,8.2,8.5,6.3,7.7
Yeo Jin Goo,"Link: Eat, Love, Kill",6.6,8.7,6.7,4.6,6.8
Yeo Jin Goo,My Absolute Boyfriend,6.5,7.8,7.5,5.6,6.8
Yeo Jin Goo,Orange Marmalade,6.0,6.7,6.1,3.2,5.9
Yeo Jin Goo,Reunited Worlds,8.3,8.4,8.1,7.0,8.5
Yeo Jin Goo,The Crowned Clown,9.0,9.8,9.3,8.1,9.1
Yeo Jin Goo,The Royal Gambler,7.6,9.4,8.7,6.8,8.3
Yeo One,Idol in My Living Room,9.0,8.0,9.0,8.0,9.0
Yeo One,Nickname Pine Leaf,8.0,8.8,5.5,5.5,7.5
Yeo One,Pumpkin Time,7.8,8.5,8.0,5.8,7.5
Yeo One,Spark,7.8,7.9,8.0,6.4,7.4
Yeo One,The Witch Store,7.5,6.7,8.7,4.5,7.3
Yeo Woon,Tomorrow Boy,7.0,7.8,6.8,7.5,7.0
Yeom Dong Hun,Grand Prince,6.8,7.7,7.5,5.2,6.7
Yeom Hye Ran,The Glory,7.9,8.8,7.0,6.0,7.6
Yeom Hye Ran,The Glory Part 2,8.2,8.5,7.0,6.5,7.8
Yeom Hye Ran,The Uncanny Counter,7.8,9.0,8.2,7.2,8.2
Yeom Hye Ran,When the Camellia Blooms,8.4,8.8,8.5,7.1,8.3
Yeom Ji Yoon,Secret Mother,8.1,9.0,7.6,6.1,8.2
Yeom Jung Ah,Cleaning Up,7.2,8.1,6.4,3.8,6.8
Yeom Jung Ah,Mirror of the Witch,7.8,8.9,9.0,5.7,7.7
Yeom Jung Ah,SKY Castle,8.8,9.7,9.1,7.5,9.0
Yeon Je Hyung,Call It Love,8.6,9.5,8.4,7.8,8.9
Yeon Je Wook,Cheo Yong Season 2,7.5,8.0,8.2,5.5,7.7
Yeon Jung Hoon,Bravo My Life,6.9,7.2,6.5,4.7,6.5
Yeon Jung Hoon,Lie After Lie,8.9,9.3,8.2,8.2,9.0
Yeon Jung Hoon,Man to Man,6.9,8.6,6.9,5.8,7.3
Yeon Jung Hoon,Mask,7.3,8.1,6.5,4.9,7.5
Yeon Jung Hoon,My Healing Love,5.5,6.5,4.5,4.5,5.7
Yeon Jung Hoon,Possessed,5.7,9.0,8.5,3.9,6.1
Yeon Min Ji,Color Rush,6.7,6.7,8.8,5.3,6.9
Yeon Min Ji,Color Rush Season 2,6.6,8.4,8.2,5.5,7.5
Yeon Min Ji,Gold Mask,6.8,8.2,6.4,4.5,7.1
Yeon Seung Ho,Long Time No See,7.6,8.8,7.2,6.9,7.7
Yeon Woo Jin,Divorce Lawyer in Love,7.7,7.4,5.8,4.6,6.7
Yeon Woo Jin,I Wanna Hear Your Song,7.0,8.2,7.8,5.5,7.3
Yeon Woo Jin,Introverted Boss,5.9,7.5,8.0,4.9,6.8
Yeon Woo Jin,Judge vs. Judge,6.8,8.8,6.8,5.1,7.4
Yeon Woo Jin,Priest,7.4,8.1,7.2,5.9,7.6
Yeon Woo Jin,Queen for Seven Days,8.4,9.0,9.0,6.6,8.6
Yeon Woo Jin,Thirty-Nine,7.6,8.7,7.0,5.9,7.9
Yeon Woo Jin,Undercover,7.3,8.5,7.5,5.7,7.5
Yeonwoo,"Cheat On Me, if You Can",7.3,9.1,8.2,6.4,7.9
Yeonwoo,Dali and the Cocky Prince,8.5,9.1,8.7,7.9,8.5
Yeonwoo,Live On,6.7,8.0,7.6,5.9,7.1
Yeonwoo,Numbers,7.2,8.6,6.6,6.5,7.4
Yeonwoo,The Golden Spoon,7.7,9.0,8.1,5.6,7.5
Yeri,Bitch X Rich,7.0,8.5,6.2,4.5,7.0
Yeri,Blue Birthday,8.9,7.8,8.3,7.8,8.6
Yim Si Wan,Run On,8.0,9.1,8.0,6.9,8.2
Yim Si Wan,Strangers from Hell,8.1,9.6,8.8,6.1,8.1
Yim Si Wan,Summer Strike,7.6,9.0,8.6,6.5,8.1
Yim Si Wan,The King in Love,8.7,9.0,9.3,8.3,9.0
Yim Si Wan,Tracer,7.4,7.8,7.0,6.4,6.9
Yim Si Wan,Tracer Season 2,6.7,6.8,6.0,5.3,6.5
Yong Jun Hyung,"Coffee, Do Me a Favor",5.3,7.9,5.0,4.2,5.2
Yong Woo,Matching! Boys Archery,6.2,6.6,5.0,6.1,6.6
Yoo  Joon Sang,Alchemy of Souls,8.4,9.2,8.8,7.8,8.5
Yoo  Joon Sang,Alchemy of Souls Season 2: Light and Shadow,4.2,6.7,7.2,2.7,5.0
